"Pollutant","Aggregation level","State","County","Unit of measure","January","February","March","April","May","June","July","August","September","October","November","December"
"SO2","County","CT","Fairfield County","emissions (pounds)","-60.39046758727454","-76.01491501502278","-108.88071709878204","-78.66246343018429","-67.62360559123226","-116.54730821808425","16.226002161998622","11.043105468708745","-60.72559575868945","-68.36483817948101","-81.36742966741986","-81.37730894493507"
"NOX","County","CT","Fairfield County","emissions (pounds)","-93.84687126244535","-136.35121631410584","-146.81737697980134","-118.57961063491894","-122.57345470978544","-130.32945493519583","-14.5299918466917","-43.040825434814906","-113.48305420258475","-114.37610271005542","-89.7066256196922","-109.98562769540877"
"CO2","County","CT","Fairfield County","emissions (tons)","-180.72858778790396","-374.1684252051491","-333.4562160862988","-271.86733537631517","-355.3910202148254","-299.5461184156011","-15.662305674341042","-127.8453273280611","-279.22386230579286","-285.7877467140497","-185.2723730642174","-203.07184156094445"
"PM25","County","CT","Fairfield County","emissions (pounds)","-5.347504919113817","-16.851760584407202","-14.69953327912117","-9.628021242118848","-18.787142429616324","-11.390568737905596","7.212821509470814","0.012722739845230535","-10.090526687723468","-12.731925666236748","-8.381971879915","-4.681513702433222"
"VOCS","County","CT","Fairfield County","emissions (pounds)","-8.110257175857441","-16.015340051092608","-14.13448137373598","-11.951336276640177","-14.561341228090896","-12.975881848900372","-2.7782997669273755","-7.274553817226661","-12.385821806110016","-12.160848703168085","-7.804651263548294","-9.472987770439431"
"NH3","County","CT","Fairfield County","emissions (pounds)","-9.5418321745301","-21.45255016554347","-17.695954515430458","-15.055370195696923","-20.83612617160543","-15.835252367627618","-1.3882840713085898","-8.402087371733614","-16.07932380933744","-15.953955245782709","-8.999962302926178","-10.088337554447207"
"SO2","County","CT","Fairfield County","percent","-0.39826327197496625","-0.7937071343528482","-1.1492184651457298","-0.8837118719215717","-1.4616881103445611","-1.5655367469959973","0.08259781376458843","0.07136769397317551","-0.8827121555219355","-0.730627464557719","-0.6756582039171866","-0.3935608177544351"
"NOX","County","CT","Fairfield County","percent","-0.22784274751949074","-0.42983473843537684","-0.4366589894168009","-0.37571121999132345","-0.47528476269304654","-0.4299400096970786","-0.0270117823243784","-0.0940184121591481","-0.3930686999153852","-0.34621791093717197","-0.2499375263538091","-0.22620871235033355"
"CO2","County","CT","Fairfield County","percent","-0.13830057328781684","-0.34638238245569014","-0.28552548218592577","-0.24795201116304877","-0.4234305641872839","-0.322135815906858","-0.010743144448098074","-0.09856542657313029","-0.31252977602500626","-0.2511146001006789","-0.1555908952952654","-0.13915002719391983"
"PM25","County","CT","Fairfield County","percent","-0.0943967491062995","-0.3470645744616226","-0.27763547433391833","-0.19342126861290407","-0.4422497797032237","-0.25790555091945216","0.1261547003058607","0.0002291759831546063","-0.23292060679224483","-0.24604857815477885","-0.15642944664182717","-0.07540028674640349"
