"Pollutant","Aggregation level","State","County","Unit of measure","January","February","March","April","May","June","July","August","September","October","November","December"
"SO2","County","CO","Larimer County","percent","-0.0772644567490553","-0.09004609616553488","-0.16550069553807248","-0.18558215686621224","-0.18117489957416294","-0.16120458846701743","-0.04783144941484317","-0.03638846477336276","-0.1237337443161374","-0.16367712341952162","-0.12582303322382782","-0.08358064973999721"
"NOX","County","CO","Larimer County","percent","-0.14019519213024348","-0.1451153163948277","-0.21749122451157574","-0.24682946608020048","-0.1995411031142245","-0.17229229477624813","-0.11715186034646786","-0.12105561829361924","-0.1598438377412423","-0.21482311892246456","-0.17501323314774844","-0.12235565374734234"
"CO2","County","CO","Larimer County","percent","-0.11256924197654164","-0.12932430469592535","-0.1922570439437891","-0.22063483977006615","-0.19661897794191252","-0.18873389538596708","-0.18861632497236078","-0.2084455002350416","-0.19199655715532343","-0.19375909381590062","-0.15593431991050344","-0.10740623626771774"
"PM25","County","CO","Larimer County","percent","-0.10144924839585792","-0.1162318804322911","-0.18882001958799086","-0.21957759044928604","-0.19890628592347256","-0.1823428408746513","-0.14614773858998975","-0.14991185135093263","-0.17261581499690587","-0.19278651055113633","-0.15315336641441088","-0.10271047953865084"
"VOCS","County","CO","Larimer County","percent","-0.10965365733167746","-0.1254871476618997","-0.18887496890415295","-0.22024874557897275","-0.19843161394694506","-0.18795045286565973","-0.18027114141802567","-0.19588330993596895","-0.18840159585676233","-0.19295359102444984","-0.15645611092865844","-0.10677584596288146"
"NH3","County","CO","Larimer County","percent","-0.8324322368456183","-1.026413885900167","-0.7407875107261197","-0.507234648033248","-0.14615300284596347","-1.157542584367031","-2.0159044480973387","-1.6198214441999794","-1.4712642251456252","-0.6415427629802325","-0.5792220486160579","-0.78531566194097"
"SO2","County","CO","Lincoln County","emissions (pounds)","-0.10501251776781828","-0.16189597632127573","-0.18196975873490118","-0.14501998256968562","-0.40609801516405497","-0.6755534913662586","-0.0795361577291942","-0.5833530404552221","-0.4069275694486407","-0.19657546249477065","-0.18679680053973868","-0.2153313830927459"
"NOX","County","CO","Lincoln County","emissions (pounds)","-6.822818451630155","-7.897304016160433","-8.101334017139834","-11.359888868537155","-14.380210912328948","-25.284153884943862","-14.83232669132849","-31.148608420252458","-16.130039781226515","-8.72548147503403","-12.571554129954166","-9.345284494876978"
"CO2","County","CO","Lincoln County","emissions (tons)","-9.131097125089582","-9.794170888310873","-10.754808241745195","-14.758385464700496","-13.044108546717098","-23.488095906298895","-17.815133455159412","-27.90273999495912","-18.091629003860362","-21.303932427963446","-18.477612725955623","-14.242489284109979"
"PM25","County","CO","Lincoln County","emissions (pounds)","-0.5055783649473256","-0.41901450179949506","-0.48184549154902356","-0.8006373611606818","-0.6909288733234575","-0.9902898586929183","-0.8890323407583196","-0.9940592758628668","-1.0748658757869975","-0.851078388672903","-0.9896571714234028","-0.5737240955830316"
